ID,model_ID,year,price,mileage,tax,mpg,engineSize,transmission_ID,fuel_ID
38512,81,2017,14100,5067,145,44.79999924,1.600000024,2,5
38513,40,2013,5000,45230,20,61.40000153,0,2,5
38514,40,2018,10300,6349,145,57.59999847,0,2,5
38515,44,2015,11500,13268,30,65.69999695,0,2,1
38516,43,2016,9000,29610,0,78.40000153,0,2,1
38517,49,2015,11400,23041,165,51.40000153,0,2,1
38518,41,2017,10000,21821,145,61.40000153,0,2,5
38519,40,2018,7800,17397,150,60.09999847,0,2,5
38520,40,2016,6300,31854,20,60.09999847,0,2,5
38521,81,2016,11300,37993,30,61.70000076,0,2,1
38522,46,2018,15500,30305,145,31.70000076,0,2,1
38523,41,2018,11700,3920,150,46.29999924,0,2,5
38524,81,2017,16800,21875,145,38.70000076,1.600000024,2,5
38525,40,2016,6500,27465,20,60.09999847,1,2,5
38526,40,2019,8600,4920,145,60.09999847,1,2,5
38527,43,2016,9400,18577,145,48.70000076,1.399999976,2,5
38528,48,2013,6000,42320,145,45.59999847,1.399999976,2,5
38529,81,2017,15000,23310,30,61.70000076,0,2,1
38530,81,2019,15000,22397,150,34.90000153,0,2,5
38531,81,2019,16300,10066,150,34.90000153,0,2,5
38532,40,2018,8300,13148,150,60.09999847,0,2,5
38533,46,2019,18500,7691,150,31.70000076,0,2,1
38534,81,2016,12300,21898,30,61.70000076,1.700000048,2,1
38535,40,2016,6500,24740,20,60.09999847,1,2,5
38536,40,2014,5500,20127,20,60.09999847,1,2,5
38537,46,2018,15299,34103,145,33.59999847,2.5,1,1
38538,48,2016,9000,21152,30,64.19999695,1.600000024,2,1
38539,40,2017,7600,15618,145,60.09999847,1,2,5
38540,40,2017,7300,15594,20,60.09999847,0,2,5
38541,41,2015,7500,28123,30,56.5,0,2,5
38542,47,2019,19800,1963,135,78.5,1.600000024,1,5
38543,40,2015,7500,13637,30,57.59999847,0,2,5
38544,81,2017,15700,7457,125,57.59999847,0,1,1
38545,41,2017,8500,16708,145,58.90000153,0,2,5
38546,81,2017,12000,2236,160,44.79999924,1.600000024,2,5
38547,43,2018,9299,21859,145,56.5,1,2,5
38548,81,2016,11599,31480,30,61.70000076,1.700000048,2,1
38549,40,2017,7000,31696,145,57.70000076,1.200000048,2,5
38550,40,2017,8000,16636,145,60.09999847,0,2,5
38551,41,2017,8600,19398,30,58.90000153,0,2,5
38552,43,2016,8900,18257,0,78.40000153,1.600000024,2,1
38553,49,2014,9800,35541,145,53.29999924,1.700000048,2,1
38554,40,2015,6800,22211,20,60.09999847,1,2,5
38555,43,2018,11531,35097,145,51.40000153,1.399999976,1,5
38556,44,2016,11400,27712,125,56.5,1.700000048,1,1
38557,48,2016,7194,27696,125,50.40000153,1.399999976,2,5
38558,40,2015,6500,12731,30,57.59999847,1.200000048,2,5
38559,81,2018,12556,20443,145,44.79999924,1.600000024,2,5
38560,40,2014,5644,40248,20,60.09999847,1,2,5
38561,40,2017,7799,21321,145,57.70000076,1.200000048,2,5
38562,49,2011,6936,72436,200,47.90000153,2,2,1
38563,40,2018,9499,8418,145,47.90000153,1.200000048,1,5
38564,49,2012,5000,119050,150,48.70000076,1.700000048,2,1
38565,43,2018,9000,15804,145,57.70000076,1,2,5
38566,46,2017,13499,44749,145,33.59999847,2.5,1,1
38567,40,2016,6000,23176,30,57.59999847,1.200000048,2,5
38568,40,2018,8495,28889,145,47.90000153,1.200000048,1,5
38569,41,2019,11995,3300,145,46.29999924,1.200000048,2,5
38570,40,2018,6350,31738,145,60.09999847,1,2,5
38571,41,2019,11795,5409,150,46.29999924,1.200000048,2,5
38572,81,2016,13300,25071,30,61.70000076,1.700000048,2,1
38573,81,2018,13950,17427,150,44.79999924,1.600000024,2,5
38574,81,2019,15600,8000,150,34.90000153,1.600000024,2,5
38575,81,2016,12795,26804,30,61.70000076,1.700000048,2,1
38576,40,2014,6600,31090,30,57.59999847,0,2,5
38577,83,2012,6300,60200,165,43.5,1.600000024,2,5
38578,74,2014,15500,37006,265,41.5,2.200000048,1,1
38579,81,2019,15400,12254,150,34.90000153,1.600000024,2,5
38580,43,2016,8900,17350,145,48.70000076,1.399999976,2,5
38581,81,2017,14100,27299,145,57.59999847,1.700000048,4,1
38582,81,2017,13100,21119,30,61.70000076,1.700000048,2,1
38583,81,2017,12600,36750,30,61.70000076,1.700000048,2,1
38584,81,2016,12950,37350,125,58.90000153,2,2,1
38585,81,2018,13300,29413,150,44.79999924,1.600000024,2,5
38586,81,2017,12700,33808,30,61.70000076,1.700000048,2,1
38587,49,2015,9700,26564,200,41.5,0,2,5
38588,49,2014,8700,54304,145,53.29999924,0,2,1
38589,41,2016,7500,41496,30,56.5,0,2,5
38590,48,2014,6500,38601,125,50.40000153,0,2,5
38591,40,2017,7000,31232,145,57.70000076,0,2,5
38592,41,2019,12000,7061,145,46.29999924,1.200000048,2,5
38593,43,2015,8250,29980,0,78.40000153,1.600000024,2,1
38594,41,2017,7999,44120,150,62.79999924,1,2,5
38595,49,2011,7799,48528,300,39.20000076,2,1,1
38596,81,2016,14999,20645,205,47.09999847,2,1,1
38597,74,2017,18999,20599,150,42.79999924,2.200000048,1,1
38598,40,2012,3799,56582,20,61.40000153,1.200000048,2,5
38599,43,2015,7803,43022,0,78.40000153,1.600000024,2,1
38600,81,2016,12995,37688,30,61.70000076,1.700000048,2,1
38601,81,2016,16498,12163,200,46.29999924,2,1,1
38602,43,2015,8998,16412,145,48.70000076,1.399999976,2,5
38603,50,2019,14298,6874,145,44.09999847,1,2,5
38604,49,2013,7298,50998,145,48.70000076,1.700000048,2,1
38605,40,2016,5998,41883,30,57.59999847,1.200000048,2,5
38606,43,2018,11998,5404,145,74.30000305,1.600000024,2,1
38607,46,2018,15998,36815,145,28,2.5,2,1
38608,40,2014,5498,13840,20,60.09999847,1,2,5
38609,43,2016,7498,56693,0,78.40000153,1.600000024,2,1
38610,48,2015,6498,57819,125,50.40000153,1.399999976,2,5
38611,50,2019,15498,5630,145,44.09999847,1,2,5
38612,41,2017,8498,19685,145,58.90000153,1.200000048,2,5
38613,81,2017,13698,17539,30,61.70000076,1.700000048,2,1
38614,40,2017,6998,39968,145,57.70000076,1.200000048,2,5
38615,81,2017,13998,21679,30,61.70000076,1.700000048,2,1
38616,81,2017,14498,9146,150,61.70000076,1.700000048,2,1
38617,46,2019,19998,1477,145,31.70000076,2.5,1,1
38618,50,2018,12498,12834,145,52.29999924,1,2,5
38619,44,2017,8998,59626,150,67.30000305,1.700000048,2,1
38620,48,2016,8298,28355,125,50.40000153,1.399999976,2,5
38621,50,2018,15995,23400,145,52.29999924,1,2,5
38622,49,2015,9495,46000,145,53.29999924,1.700000048,2,1
38623,43,2018,8998,24070,145,57.70000076,1,2,5
38624,43,2019,14998,3010,145,41.5,1.399999976,2,5
38625,43,2019,14998,3303,145,41.5,1.399999976,2,5
38626,50,2019,21998,1391,135,52.29999924,1.600000024,1,3
38627,41,2017,8998,16900,145,55.40000153,1.200000048,2,5
38628,44,2016,10998,29347,30,65.69999695,1.700000048,2,1
38629,41,2016,9498,17206,30,58.90000153,1,2,5
38630,40,2015,5998,8116,20,60.09999847,1,2,5
38631,48,2015,7998,20077,125,50.40000153,1.399999976,2,5
38632,41,2017,7998,28502,145,55.40000153,1.200000048,2,5
38633,41,2015,7398,23656,30,55.40000153,1.200000048,2,5
38634,41,2015,6698,43795,125,51.40000153,1.399999976,2,5
38635,41,2017,8598,9392,30,58.90000153,1.200000048,2,5
38636,43,2019,23498,1437,145,34,2,2,5
38637,50,2019,14998,2383,145,44.09999847,1,2,5
38638,74,2019,34998,4133,145,39.20000076,2.200000048,4,1
38639,74,2019,34998,4956,145,39.20000076,2.200000048,4,1
38640,81,2019,15998,3454,145,35.29999924,1.600000024,2,5
38641,43,2019,14998,3001,145,41.5,1.399999976,2,5
38642,81,2019,15498,14877,150,34.90000153,1.600000024,2,5
38643,81,2019,18998,3649,150,36.20000076,1.600000024,4,5
38644,81,2017,14498,12811,150,61.70000076,1.700000048,2,1
38645,81,2017,15298,19066,150,57.59999847,1.700000048,4,1
38646,81,2017,15998,11231,150,57.59999847,1.700000048,4,1
38647,40,2017,6498,23692,20,60.09999847,1,2,5
38648,74,2017,15998,48034,205,47.09999847,2.200000048,2,1
38649,81,2016,12498,41953,30,61.70000076,1.700000048,2,1
38650,48,2014,5998,42386,30,64.19999695,1.600000024,2,1
38651,81,2018,16500,12875,145,38.70000076,1.600000024,2,5
38652,74,2015,16998,38514,265,42.20000076,2.200000048,4,1
38653,81,2016,10998,20258,160,44.79999924,1.600000024,2,5
38654,81,2017,15998,12150,145,57.59999847,1.700000048,4,1
38655,81,2016,18698,14884,235,43.5,2,1,1
38656,81,2017,11498,35213,145,61.70000076,1.700000048,2,1
38657,81,2018,14998,7482,145,44.79999924,1.600000024,2,5
38658,81,2019,15498,12077,145,34.90000153,1.600000024,2,5
38659,81,2017,13498,5863,160,44.79999924,1.600000024,2,5
38660,41,2018,9985,20796,145,45.59999847,1.399999976,1,5
38661,40,2017,7498,8788,145,60.09999847,1,2,5
38662,81,2019,15998,17841,150,34.90000153,1.600000024,2,5
38663,43,2015,8798,21701,150,48.70000076,1.399999976,2,5
38664,81,2019,15498,15751,150,34.90000153,1.600000024,2,5
38665,41,2016,8298,17499,30,55.40000153,1.200000048,2,5
38666,50,2019,14998,6717,150,44.09999847,1,2,5
38667,47,2019,20998,5530,140,62.79999924,1.600000024,1,3
38668,50,2019,20998,4672,140,52.29999924,1.600000024,1,3
38669,43,2017,10485,17609,145,72.40000153,1.600000024,2,1
38670,74,2018,21985,13436,145,47.09999847,2.200000048,2,1
38671,40,2020,14485,100,145,51.40000153,1.200000048,2,5
38672,41,2020,14485,100,145,46.29999924,1.200000048,2,5
38673,81,2016,11485,53963,30,61.70000076,1.700000048,2,1
38674,41,2016,7489,51552,30,56.5,1.200000048,2,5
38675,74,2017,19429,38452,150,42.79999924,2.200000048,4,1
38676,40,2017,6995,20200,145,60.09999847,1,2,5
38677,40,2019,9985,5223,150,57.59999847,1.200000048,2,5
38678,47,2019,22998,2844,140,1.100000024,1.600000024,1,3
38679,81,2016,13298,35251,30,61.70000076,1.700000048,2,1
38680,46,2019,19998,7761,145,31.70000076,2.5,2,1
38681,44,2015,9298,34572,30,65.69999695,1.700000048,2,1
38682,81,2017,14985,42858,205,47.90000153,2,2,1
38683,81,2018,13985,15563,150,61.70000076,1.700000048,2,1
38684,44,2017,11485,17393,145,65.69999695,1.700000048,2,1
38685,43,2017,10785,19273,145,74.30000305,1.600000024,2,1
38686,43,2017,10485,15359,145,72.40000153,1.600000024,2,1
38687,41,2019,9485,10758,145,46.29999924,1.200000048,2,5
38688,41,2019,10485,13484,145,46.29999924,1.200000048,2,5
38689,43,2017,8985,18266,145,72.40000153,1.600000024,2,1
38690,81,2016,14798,23865,125,57.59999847,1.700000048,4,1
38691,81,2017,13698,31739,145,61.70000076,1.700000048,2,1
38692,81,2017,14498,17754,125,57.59999847,1.700000048,4,1
38693,40,2014,5498,23928,20,60.09999847,1,2,5
38694,81,2016,11498,40297,30,61.70000076,1.700000048,2,1
38695,49,2015,8250,59238,145,54.29999924,1.700000048,2,1
38696,40,2017,7495,25203,30,57.70000076,1.200000048,2,5
38697,46,2017,15985,35154,325,33.59999847,2.5,1,1
38698,49,2015,7885,59817,145,54.29999924,1.700000048,2,1
38699,49,2015,7995,54783,150,53.29999924,1.700000048,2,1
38700,41,2019,10485,11166,145,46.29999924,1.200000048,2,5
38701,81,2016,10998,40191,30,61.70000076,1.700000048,2,1
38702,41,2017,8498,12588,145,55.40000153,1.200000048,2,5
38703,74,2015,13998,54963,200,46.29999924,2.200000048,2,1
38704,81,2016,11998,35224,30,61.70000076,1.700000048,2,1
38705,41,2017,8995,19229,145,62.79999924,1,2,5
38706,74,2013,12245,72854,260,41.5,2.200000048,4,1
38707,74,2016,18295,22404,235,42.20000076,2.200000048,4,1
38708,50,2018,12998,7910,145,52.29999924,1,2,5
38709,49,2014,7298,71289,145,53.29999924,1.700000048,2,1
38710,41,2013,3998,45461,30,57.59999847,1.200000048,2,5
38711,81,2016,11998,40457,30,61.70000076,1.700000048,2,1
38712,81,2019,15498,23773,145,34.90000153,1.600000024,2,5
38713,50,2019,14298,5034,145,44.09999847,1,2,5
38714,81,2016,15798,35030,145,54.29999924,2,2,1
38715,81,2017,14498,19400,30,61.70000076,1.700000048,2,1
38716,41,2016,8998,28560,160,42.20000076,1.399999976,1,5
38717,81,2016,12298,35153,30,61.70000076,1.700000048,2,1
38718,41,2017,8298,18047,30,55.40000153,1.200000048,2,5
38719,81,2017,13498,35003,30,61.70000076,1.700000048,2,1
38720,81,2019,15498,11757,145,34.90000153,1.600000024,2,5
38721,44,2016,9698,38259,30,65.69999695,1.700000048,2,1
38722,81,2017,12998,40262,145,61.70000076,1.700000048,2,1
38723,47,2018,17298,19348,135,78.5,1.600000024,1,3
38724,81,2017,12398,12239,30,61.70000076,1.700000048,2,1
38725,81,2016,13998,30551,125,57.59999847,1.700000048,4,1
38726,43,2015,6498,40237,0,78.40000153,1.600000024,2,1
38727,81,2019,15498,11915,150,34.90000153,1.600000024,2,5
38728,40,2017,6498,37254,20,60.09999847,1,2,5
38729,81,2016,14698,13254,145,54.29999924,2,2,1
38730,48,2016,7998,20760,125,50.40000153,1.399999976,2,5
38731,81,2017,15698,7015,145,57.59999847,1.700000048,4,1
38732,81,2018,12698,14183,145,44.79999924,1.600000024,2,5
38733,81,2015,10298,69085,30,61.70000076,1.700000048,2,1
38734,44,2014,7498,51515,30,62.79999924,1.700000048,2,1
38735,81,2016,12498,15959,30,61.70000076,1.700000048,2,1
38736,50,2019,14298,10757,145,44.09999847,1,2,5
38737,50,2019,14298,9829,145,44.09999847,1,2,5
38738,46,2018,15998,37324,145,28,2.5,2,1
38739,43,2018,11298,14655,145,56.5,1,2,5
38740,43,2018,8998,20596,145,57.70000076,1,2,5
38741,43,2018,11998,12486,145,74.30000305,1.600000024,2,1
38742,41,2014,4998,43444,30,57.59999847,1.200000048,2,5
38743,81,2017,14498,37587,145,54.29999924,2,2,1
38744,81,2017,13998,23643,145,61.70000076,1.700000048,2,1
38745,81,2017,14998,13094,125,57.59999847,1.700000048,4,1
38746,81,2018,15500,4411,145,34.90000153,1.600000024,2,5
38747,50,2019,15498,10,145,44.09999847,1,2,5
38748,49,2013,6998,80465,145,53.29999924,1.700000048,2,1
38749,81,2019,15498,17948,145,34.90000153,1.600000024,2,5
38750,50,2019,15498,10,145,44.09999847,1,2,5
38751,43,2019,14998,3292,145,41.5,1.399999976,2,5
38752,81,2016,11698,29051,30,61.70000076,1.700000048,2,1
38753,43,2013,5998,59039,0,74.30000305,1.600000024,2,1
38754,40,2016,5998,20851,20,60.09999847,1,2,5
38755,41,2015,7298,35921,30,55.40000153,1.200000048,2,5
38756,43,2017,9698,43717,20,72.40000153,1.600000024,2,1
38757,43,2018,10998,14927,145,56.5,1,2,5
38758,44,2016,9698,40134,30,65.69999695,1.700000048,2,1
38759,50,2019,15498,10,145,44.09999847,1,2,5
38760,50,2018,13498,12884,145,44.09999847,1,2,5
38761,50,2018,13698,9616,145,44.09999847,1,2,5
38762,40,2017,6698,19419,145,60.09999847,1,2,5
38763,50,2019,15298,879,145,44.09999847,1,2,5
38764,48,2017,9998,9604,145,50.40000153,1.399999976,2,5
38765,40,2014,5500,17904,20,60.09999847,1,2,5
38766,81,2016,11400,24400,160,44.79999924,1.600000024,2,5
38767,48,2017,8998,22861,145,50.40000153,1.399999976,2,5
38768,74,2015,14498,25770,200,46.29999924,2.200000048,2,1
38769,41,2017,7798,14814,150,55.40000153,1.200000048,2,5
38770,50,2019,13998,4396,145,44.09999847,1,2,5
38771,40,2017,6498,26222,145,60.09999847,1,2,5
38772,81,2015,11998,27256,30,61.70000076,1.700000048,2,1
38773,43,2016,8498,20251,125,50.40000153,1.399999976,2,5
38774,48,2016,7998,18562,125,50.40000153,1.399999976,2,5
38775,81,2017,13998,19372,150,61.70000076,1.700000048,2,1
38776,40,2017,6498,23455,20,60.09999847,1,2,5
38777,81,2019,23998,6491,145,47.90000153,1.600000024,2,3
38778,50,2018,12998,11458,145,52.29999924,1,2,5
38779,41,2017,7998,35934,145,58.90000153,1.200000048,2,5
38780,46,2018,15498,34889,145,28,2.5,1,1
38781,46,2018,15498,37485,145,28,2.5,2,1
38782,43,2016,8998,32025,0,78.40000153,1.600000024,2,1
38783,81,2018,14498,23513,145,34.90000153,1.600000024,2,5
38784,81,2017,12998,33461,30,61.70000076,1.700000048,2,1
38785,43,2018,9498,11462,145,57.70000076,1,2,5
38786,43,2018,9298,16259,145,57.70000076,1,2,5
38787,43,2019,14998,3241,145,41.5,1.399999976,2,5
38788,46,2019,20998,2573,145,31.70000076,2.5,2,1
38789,46,2019,17998,17972,145,28,2.5,2,1
38790,81,2018,15298,14429,145,34.90000153,1.600000024,2,5
38791,40,2017,6498,37864,145,60.09999847,1,2,5
38792,41,2019,12498,1023,145,46.29999924,1.200000048,2,5
38793,40,2017,6498,21070,145,60.09999847,1,2,5
38794,50,2018,12498,23001,145,52.29999924,1,2,5
38795,50,2018,12998,9133,145,52.29999924,1,2,5
38796,47,2019,15998,16280,135,78.5,1.600000024,1,3
38797,47,2019,16498,4004,135,78.5,1.600000024,1,3
38798,50,2018,13998,11893,145,44.09999847,1,2,5
38799,46,2019,21498,2804,145,28,2.5,2,1
38800,50,2018,13698,14441,145,44.09999847,1,2,5
38801,41,2016,8298,13643,20,62.79999924,1,2,5
38802,41,2017,9490,1862,150,55.40000153,1.200000048,2,5
38803,81,2016,11495,19312,30,61.70000076,1.700000048,2,1
38804,43,2019,12998,14121,145,58.90000153,1.600000024,2,1
38805,43,2018,11298,11150,145,56.5,1,2,5
38806,43,2018,11998,8337,145,74.30000305,1.600000024,2,1
38807,81,2016,14995,25044,125,58.90000153,2,2,1
38808,74,2016,16498,44905,200,47.09999847,2.200000048,2,1
38809,81,2018,17998,7874,145,48.70000076,1.600000024,2,1
38810,40,2018,6998,24152,145,60.09999847,1,2,5
38811,74,2013,11498,59701,265,41.5,2.200000048,4,1
38812,41,2015,7798,23001,30,55.40000153,1.200000048,2,5
38813,81,2019,15998,11751,145,34.90000153,1.600000024,2,5
38814,48,2016,8298,16407,125,50.40000153,1.399999976,2,5
38815,81,2016,11998,36512,30,61.70000076,1.700000048,2,1
38816,40,2017,6998,21962,145,60.09999847,1,2,5
38817,81,2016,13298,23257,30,61.70000076,1.700000048,2,1
38818,43,2019,14998,3398,145,41.5,1.399999976,2,5
38819,50,2018,13498,6922,145,44.09999847,1,2,5
38820,43,2015,7998,25399,145,47.09999847,1.399999976,2,5
38821,41,2016,7398,19230,30,55.40000153,1.200000048,2,5
38822,50,2019,13998,8777,145,44.09999847,1,2,5
38823,81,2018,14498,37305,145,34.90000153,1.600000024,2,5
38824,50,2018,14298,8795,145,44.09999847,1,2,5
38825,47,2018,17298,13884,135,78.5,1.600000024,1,3
38826,47,2018,17298,6443,135,78.5,1.600000024,1,3
38827,40,2017,7998,25878,145,57.70000076,1.200000048,2,5
38828,81,2017,15498,26826,30,61.40000153,1.700000048,2,1
38829,81,2019,15498,17325,145,34.90000153,1.600000024,2,5
38830,43,2015,6698,64365,0,78.40000153,1.600000024,2,1
38831,81,2019,15498,17865,145,34.90000153,1.600000024,2,5
38832,46,2018,15998,38520,145,28,2.5,2,1
38833,81,2016,11498,63104,30,61.70000076,1.700000048,2,1
38834,81,2016,12498,31054,30,61.70000076,1.700000048,2,1
38835,74,2013,12498,38602,260,41.5,2.200000048,1,1
38836,43,2016,7998,50167,0,78.40000153,1.600000024,2,1
38837,46,2018,15498,36164,145,28,2.5,2,1
38838,46,2018,15498,36759,145,28,2.5,2,1
38839,41,2017,7998,21451,145,55.40000153,1.200000048,2,5
38840,43,2018,10998,14147,145,56.5,1,2,5
38841,43,2018,11498,11901,145,56.5,1,2,5
38842,43,2018,12498,4758,145,74.30000305,1.600000024,2,1
38843,81,2018,16498,18,145,34.90000153,1.600000024,2,5
38844,43,2018,9498,11852,145,57.70000076,1,2,5
38845,43,2015,6844,45640,145,47.09999847,1.399999976,2,5
38846,74,2014,11830,50425,200,46.29999924,2.200000048,2,1
38847,81,2019,15998,9488,145,34.90000153,1.600000024,2,5
38848,50,2018,13698,11118,145,44.09999847,1,2,5
38849,50,2018,13698,11139,145,44.09999847,1,2,5
38850,81,2016,11798,48233,30,61.70000076,1.700000048,2,1
38851,43,2018,11298,17402,145,56.5,1,2,5
38852,43,2016,9498,24109,145,48.70000076,1.399999976,2,5
38853,43,2018,9998,12130,145,57.70000076,1,2,5
38854,43,2018,11498,11122,145,74.30000305,1.600000024,2,1
38855,43,2018,11498,14875,145,56.5,1,2,5
38856,81,2019,15498,14461,150,34.90000153,1.600000024,2,5
38857,40,2017,7998,5733,20,60.09999847,1,2,5
38858,81,2017,14298,45726,150,61.70000076,1.700000048,2,1
38859,43,2016,7998,41429,0,78.40000153,1.600000024,2,1
38860,81,2017,13998,15908,145,61.70000076,1.700000048,2,1
38861,43,2013,5995,42786,145,47.09999847,1.399999976,2,5
38862,44,2015,8854,53730,30,65.69999695,1.700000048,2,1
38863,49,2013,5998,78189,145,48.70000076,1.700000048,2,1
38864,48,2016,7998,30565,125,50.40000153,1.399999976,2,5
38865,49,2013,5698,91001,150,48.70000076,1.700000048,2,1
38866,81,2016,11698,24636,165,44.79999924,1.600000024,2,5
38867,81,2016,12698,35870,30,61.70000076,1.700000048,2,1
38868,41,2018,9494,11010,145,58.90000153,1.200000048,2,5
38869,81,2017,10995,62382,30,61.70000076,1.700000048,2,1
38870,40,2018,10498,4826,145,47.90000153,1.200000048,4,5
38871,50,2018,12998,19001,145,52.29999924,1,2,5
38872,50,2018,13998,18911,145,52.29999924,1,2,5
38873,50,2018,12998,13655,145,52.29999924,1,2,5
38874,48,2015,7498,34123,125,50.40000153,1.399999976,2,5
38875,40,2016,5998,20746,20,60.09999847,1,2,5
38876,50,2019,15298,3752,145,44.09999847,1,2,5
38877,81,2016,13498,26677,30,61.70000076,1.700000048,2,1
38878,81,2016,10998,44268,30,61.70000076,1.700000048,2,1
38879,44,2016,10498,26775,30,65.69999695,1.700000048,2,1
38880,81,2016,11998,41350,30,61.70000076,1.700000048,2,1
38881,44,2017,10498,33763,145,65.69999695,1.700000048,2,1
38882,81,2016,11498,42404,30,61.70000076,1.700000048,2,1
38883,81,2016,11900,37692,30,61.70000076,1.700000048,2,1
38884,41,2017,7998,19583,30,55.40000153,1.200000048,2,5
38885,49,2015,8298,64925,165,51.40000153,2,2,1
38886,43,2013,5998,62227,165,46,1.399999976,2,5
38887,41,2013,6998,26550,145,47.09999847,1.399999976,1,5
38888,43,2016,6998,73053,125,50.40000153,1.399999976,2,5
38889,43,2017,9998,13692,145,56.5,1,2,5
38890,81,2019,15498,15196,145,34.90000153,1.600000024,2,5
38891,81,2019,15498,13684,145,34.90000153,1.600000024,2,5
38892,81,2017,13698,6741,150,44.79999924,1.600000024,2,5
38893,81,2018,15498,9653,150,34.90000153,1.600000024,2,5
38894,81,2017,14298,25630,125,57.59999847,1.700000048,4,1
38895,43,2015,8498,20662,145,48.70000076,1.399999976,2,5
38896,40,2017,6498,31696,20,60.09999847,1,2,5
38897,81,2017,13998,13490,30,61.70000076,1.700000048,2,1
38898,49,2013,6498,56726,150,48.70000076,1.700000048,2,1
38899,81,2018,13298,15474,145,61.70000076,1.700000048,2,1
38900,81,2016,9998,89895,30,61.70000076,1.700000048,2,1
38901,41,2016,7498,15701,30,55.40000153,1.200000048,2,5
38902,81,2017,15998,14412,150,61.40000153,1.700000048,2,1
38903,47,2018,15998,17598,135,78.5,1.600000024,1,3
38904,43,2015,7198,48949,0,78.40000153,1.600000024,2,1
38905,81,2016,16498,28723,200,47.09999847,2,1,1
38906,40,2017,7798,9859,145,60.09999847,1,2,5
38907,81,2018,17998,16522,145,47.09999847,1.600000024,4,1
38908,43,2015,7998,21575,20,72.40000153,1.600000024,2,1
38909,43,2018,11498,16174,145,74.30000305,1.600000024,2,1
38910,43,2016,8798,30266,0,78.40000153,1.600000024,2,1
38911,40,2017,8298,15553,145,57.70000076,1.200000048,2,5
38912,81,2019,15498,17338,145,34.90000153,1.600000024,2,5
38913,74,2019,32998,1001,145,39.79999924,2.200000048,4,1
38914,81,2017,12998,24263,30,61.70000076,1.700000048,2,1
38915,43,2019,13498,5449,150,45.59999847,1,2,5
38916,48,2016,8498,25018,125,50.40000153,1.399999976,2,5
38917,43,2015,7498,38884,150,48.70000076,1.399999976,2,5
38918,43,2018,11998,13901,145,74.30000305,1.600000024,2,1
38919,48,2017,9798,8303,125,50.40000153,1.399999976,2,5
38920,50,2018,13698,3353,145,44.09999847,1,2,5
38921,49,2014,8498,43978,145,53.29999924,1.700000048,2,1
38922,81,2019,15498,12818,150,34.90000153,1.600000024,2,5
38923,43,2016,7998,29465,125,50.40000153,1.399999976,2,5
38924,81,2017,12998,6318,160,44.79999924,1.600000024,2,5
